filename,meat,veggie,noodle,norm_meat,norm_veggie,norm_noodle
2019_12_03-fried_noodles-set_8-4.jpg,16,7,22,0.340425532,0.069306931,0.082089552
0-food_tray-8-top.jpg,0,0,0,0,0,0
2019_11_08-fried_noodles-set_15-9.jpg,6,7,85,0.127659574,0.069306931,0.317164179
2020_01_23-fried_noodles-set_14-9.jpg,12,15,11,0.255319149,0.148514851,0.041044776
IMG_20191003_160842.jpg,29,24,120,0.617021277,0.237623762,0.447761194
2019_11_08-fried_noodles-set_15-1.jpg,6,7,85,0.127659574,0.069306931,0.317164179
2020_01_08-fried_noodles-set_4-4.jpg,0,19,0,0,0.188118812,0
2020_03_03-fried_noodles-16.jpg,0,14,0,0,0.138613861,0
2020_03_19-fried_noodles-132.jpg,13,0,0,0.276595745,0,0
2020_01_08-fried_noodles-set_4-6.jpg,0,19,0,0,0.188118812,0
2019_12_03-fried_noodles-set_19-9.jpg,11,4,88,0.234042553,0.03960396,0.328358209
2020_09_18-155-top.jpg,3,2,0,0.063829787,0.01980198,0
2020_03_03-fried_noodles-56.jpg,0,46,0,0,0.455445545,0
2020_01_08-fried_noodles-set_1-10.jpg,0,3,0,0,0.02970297,0
2020_03_03-fried_noodles-48.jpg,0,41,0,0,0.405940594,0
2020_09_18-147-top.jpg,0,17,0,0,0.168316832,0
2019_11_08-fried_noodles-set_7-8.jpg,0,0,168,0,0,0.626865672
2020_01_23-fried_noodles-set_13-4.jpg,6,15,11,0.127659574,0.148514851,0.041044776
2020_09_18-202-top.jpg,4,0,26,0.085106383,0,0.097014925
2020_01_23-fried_noodles-set_2-6.jpg,11,0,0,0.234042553,0,0
2020_02_18-fried_noodles-32.jpg,17,51,134,0.361702128,0.504950495,0.5
2019_11_08-fried_noodles-set_27-7.jpg,3,22,0,0.063829787,0.217821782,0
2020_03_03-fried_noodles-82.jpg,0,55,20,0,0.544554455,0.074626866
2019_12_03-fried_noodles-set_8-9.jpg,16,7,22,0.340425532,0.069306931,0.082089552
2020_01_23-fried_noodles-set_2-5.jpg,11,0,0,0.234042553,0,0
2019_11_08-fried_noodles-set_33-9.jpg,5,14,0,0.106382979,0.138613861,0
2020_02_18-fried_noodles-97.jpg,45,101,268,0.957446809,1,1
IMG_20191003_162636.jpg,20,37,165,0.425531915,0.366336634,0.615671642
2019_11_18-fried_noodles-set_25-4.jpg,7,41,179,0.14893617,0.405940594,0.667910448
2019_11_18-fried_noodles-set_22-3.jpg,2,18,90,0.042553191,0.178217822,0.335820896
2019_11_08-fried_noodles-set_25-8.jpg,9,22,36,0.191489362,0.217821782,0.134328358
2020_03_19-fried_noodles-205.jpg,0,57,0,0,0.564356436,0
2019_11_08-fried_noodles-set_14-6.jpg,6,7,119,0.127659574,0.069306931,0.444029851
2019_11_08-fried_noodles-set_34-5.jpg,5,10,0,0.106382979,0.099009901,0
2019_12_03-fried_noodles-set_27-4.jpg,6,4,154,0.127659574,0.03960396,0.574626866
2020_01_08-fried_noodles-set_1-2.jpg,0,3,0,0,0.02970297,0
IMG_20191003_155823.jpg,5,5,42,0.106382979,0.04950495,0.156716418
2019_12_03-fried_noodles-set_15-7.jpg,13,7,78,0.276595745,0.069306931,0.291044776
2020_03_19-fried_noodles-86.jpg,0,0,220,0,0,0.820895522
2019_12_03-fried_noodles-set_2-7.jpg,13,0,0,0.276595745,0,0
2019_12_03-fried_noodles-set_3-9.jpg,16,0,0,0.340425532,0,0
2019_11_08-fried_noodles-set_30-8.jpg,4,18,0,0.085106383,0.178217822,0
2019_11_08-fried_noodles-set_7-1.jpg,0,0,168,0,0,0.626865672
2019_12_03-fried_noodles-set_23-1.jpg,6,4,114,0.127659574,0.03960396,0.425373134
2019_12_03-fried_noodles-set_17-1.jpg,6,4,78,0.127659574,0.03960396,0.291044776
2019_12_03-fried_noodles-set_9-1.jpg,16,7,35,0.340425532,0.069306931,0.130597015
2020_01_23-fried_noodles-set_8-3.jpg,3,2,11,0.063829787,0.01980198,0.041044776
IMG_20191003_162410.jpg,44,37,181,0.936170213,0.366336634,0.675373134
2020_02_18-fried_noodles-61.jpg,28,78,183,0.595744681,0.772277228,0.682835821
2020_01_23-fried_noodles-set_14-6.jpg,12,15,11,0.255319149,0.148514851,0.041044776
2020_03_03-fried_noodles-138.jpg,0,42,34,0,0.415841584,0.126865672
2020_03_19-fried_noodles-30.jpg,0,0,74,0,0,0.276119403
0-food_tray-17-top.jpg,0,0,0,0,0,0
2020_01_23-fried_noodles-set_12-7.jpg,6,12,11,0.127659574,0.118811881,0.041044776
2019_12_03-fried_noodles-set_12-3.jpg,18,7,55,0.382978723,0.069306931,0.205223881
2019_11_18-fried_noodles-set_7-8.jpg,12,17,26,0.255319149,0.168316832,0.097014925
2019_11_08-fried_noodles-set_29-4.jpg,9,18,0,0.191489362,0.178217822,0
IMG_20191003_161542.jpg,41,32,186,0.872340426,0.316831683,0.694029851
2019_12_03-fried_noodles-set_25-9.jpg,6,4,131,0.127659574,0.03960396,0.48880597
2019_11_18-fried_noodles-set_11-3.jpg,0,37,26,0,0.366336634,0.097014925
2020_03_19-fried_noodles-198.jpg,0,51,0,0,0.504950495,0
2020_03_03-fried_noodles-152.jpg,0,53,34,0,0.524752475,0.126865672
2019_11_08-fried_noodles-set_19-10.jpg,3,15,59,0.063829787,0.148514851,0.220149254
2020_03_19-fried_noodles-80.jpg,0,0,180,0,0,0.671641791
IMG_20191003_162239.jpg,44,37,200,0.936170213,0.366336634,0.746268657
2019_12_03-fried_noodles-set_21-3.jpg,11,4,102,0.234042553,0.03960396,0.380597015
2019_11_08-fried_noodles-set_9-1.jpg,0,5,146,0,0.04950495,0.544776119
2020_01_23-fried_noodles-set_8-8.jpg,3,2,11,0.063829787,0.01980198,0.041044776
2019_12_03-fried_noodles-set_24-4.jpg,6,4,125,0.127659574,0.03960396,0.46641791
2020_03_19-fried_noodles-95.jpg,0,0,236,0,0,0.880597015
2020_03_03-fried_noodles-199.jpg,0,55,93,0,0.544554455,0.347014925
IMG_20191003_155848.jpg,5,5,42,0.106382979,0.04950495,0.156716418
2020_02_18-fried_noodles-16.jpg,10,27,92,0.212765957,0.267326733,0.343283582
2020_01_23-fried_noodles-set_1-4.jpg,7,0,0,0.14893617,0,0
2019_11_08-fried_noodles-set_11-9.jpg,0,13,146,0,0.128712871,0.544776119
2020_01_23-fried_noodles-set_5-4.jpg,14,3,11,0.29787234,0.02970297,0.041044776
2020_03_03-fried_noodles-116.jpg,0,25,34,0,0.247524752,0.126865672
2020_09_18-174-top.jpg,0,2,10,0,0.01980198,0.037313433
2019_11_08-fried_noodles-set_17-9.jpg,9,15,85,0.191489362,0.148514851,0.317164179
2019_11_08-fried_noodles-set_9-10.jpg,0,5,146,0,0.04950495,0.544776119
2019_12_03-fried_noodles-set_12-9.jpg,18,7,55,0.382978723,0.069306931,0.205223881
2019_12_03-fried_noodles-set_3-1.jpg,16,0,0,0.340425532,0,0
2019_12_03-fried_noodles-set_10-9.jpg,18,7,35,0.382978723,0.069306931,0.130597015
2020_03_19-fried_noodles-130.jpg,12,0,0,0.255319149,0,0
2020_03_19-fried_noodles-167.jpg,0,16,0,0,0.158415842,0
2020_01_23-fried_noodles-set_9-8.jpg,3,5,11,0.063829787,0.04950495,0.041044776
2019_11_08-fried_noodles-set_19-4.jpg,3,15,59,0.063829787,0.148514851,0.220149254
2019_11_08-fried_noodles-set_33-8.jpg,5,14,0,0.106382979,0.138613861,0
2019_11_08-fried_noodles-set_20-5.jpg,3,9,59,0.063829787,0.089108911,0.220149254
2020_01_23-fried_noodles-set_13-2.jpg,6,15,11,0.127659574,0.148514851,0.041044776
2019_11_18-fried_noodles-set_6-1.jpg,7,17,26,0.14893617,0.168316832,0.097014925
2019_11_08-fried_noodles-set_34-8.jpg,5,10,0,0.106382979,0.099009901,0
IMG_20191003_161127.jpg,33,30,140,0.70212766,0.297029703,0.52238806
2019_11_18-fried_noodles-set_8-7.jpg,12,23,26,0.255319149,0.227722772,0.097014925
IMG_20191003_160257.jpg,15,14,62,0.319148936,0.138613861,0.231343284
2019_11_08-fried_noodles-set_13-1.jpg,6,13,119,0.127659574,0.128712871,0.444029851
2019_11_08-fried_noodles-set_41-2.jpg,0,7,52,0,0.069306931,0.194029851
2019_11_18-fried_noodles-set_22-10.jpg,2,18,90,0.042553191,0.178217822,0.335820896
2020_01_08-fried_noodles-set_8-7.jpg,5,0,0,0.106382979,0,0
0-food_tray-24-top.jpg,0,0,0,0,0,0
2020_03_19-fried_noodles-136.jpg,13,0,0,0.276595745,0,0
2019_11_18-fried_noodles-set_15-3.jpg,2,37,54,0.042553191,0.366336634,0.201492537
2019_12_03-fried_noodles-set_26-8.jpg,6,4,144,0.127659574,0.03960396,0.537313433
2019_12_03-fried_noodles-set_22-4.jpg,6,4,102,0.127659574,0.03960396,0.380597015
2020_03_03-fried_noodles-190.jpg,0,46,93,0,0.455445545,0.347014925
2020_01_23-fried_noodles-set_6-10.jpg,14,2,11,0.29787234,0.01980198,0.041044776
2019_11_08-fried_noodles-set_22-3.jpg,3,5,36,0.063829787,0.04950495,0.134328358
IMG_20191003_163607.jpg,16,26,51,0.340425532,0.257425743,0.190298507
IMG_20191003_164232.jpg,0,26,8,0,0.257425743,0.029850746
2020_09_18-204-top.jpg,5,0,45,0.106382979,0,0.167910448
2019_12_03-fried_noodles-set_24-5.jpg,6,4,125,0.127659574,0.03960396,0.46641791
2019_11_18-fried_noodles-set_21-1.jpg,2,8,90,0.042553191,0.079207921,0.335820896
2019_11_08-fried_noodles-set_14-7.jpg,6,7,119,0.127659574,0.069306931,0.444029851
2019_11_18-fried_noodles-set_25-5.jpg,7,41,179,0.14893617,0.405940594,0.667910448
2020_03_03-fried_noodles-165.jpg,0,46,54,0,0.455445545,0.201492537
2019_12_03-fried_noodles-set_26-5.jpg,6,4,144,0.127659574,0.03960396,0.537313433
2020_03_19-fried_noodles-191.jpg,0,41,0,0,0.405940594,0
IMG_20191003_160355.jpg,21,14,62,0.446808511,0.138613861,0.231343284
2020_02_18-fried_noodles-35.jpg,17,51,134,0.361702128,0.504950495,0.5
2020_03_03-fried_noodles-4.jpg,0,4,0,0,0.03960396,0
2019_11_08-fried_noodles-set_20-9.jpg,3,9,59,0.063829787,0.089108911,0.220149254
2019_12_03-fried_noodles-set_5-7.jpg,16,3,10,0.340425532,0.02970297,0.037313433
2020_02_18-fried_noodles-27.jpg,17,37,134,0.361702128,0.366336634,0.5
2019_11_08-fried_noodles-set_16-4.jpg,6,15,85,0.127659574,0.148514851,0.317164179
2019_11_08-fried_noodles-set_27-1.jpg,3,22,0,0.063829787,0.217821782,0
2020_01_23-fried_noodles-set_10-5.jpg,3,10,11,0.063829787,0.099009901,0.041044776
2019_11_18-fried_noodles-set_4-8.jpg,0,12,26,0,0.118811881,0.097014925
IMG_20191003_160745.jpg,29,14,120,0.617021277,0.138613861,0.447761194
IMG_20191003_164811.jpg,47,0,0,1,0,0
2020_09_18-177-top.jpg,0,5,21,0,0.04950495,0.078358209
2020_03_19-fried_noodles-196.jpg,0,51,0,0,0.504950495,0
2020_01_23-fried_noodles-set_3-5.jpg,14,0,0,0.29787234,0,0
2019_11_18-fried_noodles-set_15-10.jpg,2,37,54,0.042553191,0.366336634,0.201492537
2020_09_18-248-top.jpg,6,6,29,0.127659574,0.059405941,0.108208955
2020_03_03-fried_noodles-162.jpg,0,46,54,0,0.455445545,0.201492537
2019_11_08-fried_noodles-set_27-3.jpg,3,22,0,0.063829787,0.217821782,0
2020_01_08-fried_noodles-set_2-6.jpg,0,6,0,0,0.059405941,0
2020_03_19-fried_noodles-190.jpg,0,33,0,0,0.326732673,0
2020_09_18-200-top.jpg,4,0,26,0.085106383,0,0.097014925
2020_03_19-fried_noodles-37.jpg,0,0,86,0,0,0.320895522
2020_09_18-267-top.jpg,15,15,60,0.319148936,0.148514851,0.223880597
2020_01_23-fried_noodles-set_1-3.jpg,7,0,0,0.14893617,0,0
IMG_20191003_164948.jpg,13,0,0,0.276595745,0,0
2019_11_08-fried_noodles-set_37-5.jpg,6,7,0,0.127659574,0.069306931,0
2019_11_08-fried_noodles-set_41-4.jpg,0,7,52,0,0.069306931,0.194029851
IMG_20191003_163320.jpg,16,32,87,0.340425532,0.316831683,0.324626866
2020_09_18-146-top.jpg,0,15,0,0,0.148514851,0
IMG_20191003_163415.jpg,16,32,65,0.340425532,0.316831683,0.242537313
2019_11_08-fried_noodles-set_3-4.jpg,0,0,89,0,0,0.332089552
2020_03_03-fried_noodles-49.jpg,0,41,0,0,0.405940594,0
IMG_20191003_162331.jpg,44,37,181,0.936170213,0.366336634,0.675373134
2020_09_18-265-top.jpg,15,15,60,0.319148936,0.148514851,0.223880597
2019_11_18-fried_noodles-set_3-6.jpg,5,12,26,0.106382979,0.118811881,0.097014925
2020_09_18-269-top.jpg,15,15,60,0.319148936,0.148514851,0.223880597
2019_11_18-fried_noodles-set_10-2.jpg,0,23,26,0,0.227722772,0.097014925
2020_01_23-fried_noodles-set_1-7.jpg,7,0,0,0.14893617,0,0
2020_03_03-fried_noodles-72.jpg,0,55,0,0,0.544554455,0
2020_09_18-221-top.jpg,7,0,80,0.14893617,0,0.298507463
2020_03_03-fried_noodles-104.jpg,0,35,20,0,0.346534653,0.074626866
2020_03_19-fried_noodles-144.jpg,0,3,0,0,0.02970297,0
IMG_20191003_160141.jpg,15,10,62,0.319148936,0.099009901,0.231343284
2019_11_18-fried_noodles-set_15-2.jpg,2,37,54,0.042553191,0.366336634,0.201492537
2020_01_23-fried_noodles-set_10-6.jpg,3,10,11,0.063829787,0.099009901,0.041044776
2019_11_18-fried_noodles-set_15-1.jpg,2,37,54,0.042553191,0.366336634,0.201492537
2020_03_03-fried_noodles-178.jpg,0,46,65,0,0.455445545,0.242537313
2019_11_18-fried_noodles-set_25-7.jpg,7,41,179,0.14893617,0.405940594,0.667910448
0-food_tray-18-top.jpg,0,0,0,0,0,0
2020_02_18-fried_noodles-83.jpg,45,101,183,0.957446809,1,0.682835821
2020_09_18-141-top.jpg,0,12,0,0,0.118811881,0
2020_09_18-232-top.jpg,15,0,102,0.319148936,0,0.380597015
2019_11_08-fried_noodles-set_17-10.jpg,9,15,85,0.191489362,0.148514851,0.317164179
2019_12_03-fried_noodles-set_22-7.jpg,6,4,102,0.127659574,0.03960396,0.380597015
2019_11_18-fried_noodles-set_19-4.jpg,2,11,54,0.042553191,0.108910891,0.201492537
2020_03_03-fried_noodles-18.jpg,0,14,0,0,0.138613861,0
2019_11_18-fried_noodles-set_25-2.jpg,7,41,179,0.14893617,0.405940594,0.667910448
2019_12_03-fried_noodles-set_20-4.jpg,11,4,94,0.234042553,0.03960396,0.350746269
2019_11_08-fried_noodles-set_1-4.jpg,0,0,34,0,0,0.126865672
2020_03_19-fried_noodles-195.jpg,0,41,0,0,0.405940594,0
2019_11_18-fried_noodles-set_8-2.jpg,12,23,26,0.255319149,0.227722772,0.097014925
2019_11_08-fried_noodles-set_26-8.jpg,3,22,36,0.063829787,0.217821782,0.134328358
2019_11_18-fried_noodles-set_14-7.jpg,7,37,54,0.14893617,0.366336634,0.201492537
IMG_20191003_164112.jpg,0,26,24,0,0.257425743,0.089552239
2020_03_19-fried_noodles-216.jpg,0,79,0,0,0.782178218,0
2019_11_08-fried_noodles-set_39-2.jpg,0,7,17,0,0.069306931,0.063432836
0-food_tray-1-top.jpg,0,0,0,0,0,0
2020_03_19-fried_noodles-60.jpg,0,0,107,0,0,0.399253731
2020_03_03-fried_noodles-62.jpg,0,50,0,0,0.495049505,0
2019_12_03-fried_noodles-set_21-8.jpg,11,4,102,0.234042553,0.03960396,0.380597015
2019_12_03-fried_noodles-set_7-3.jpg,16,5,22,0.340425532,0.04950495,0.082089552
2020_09_18-145-top.jpg,0,15,0,0,0.148514851,0
2020_01_08-fried_noodles-set_5-2.jpg,0,26,0,0,0.257425743,0
2019_11_08-fried_noodles-set_31-1.jpg,0,18,0,0,0.178217822,0
2020_01_23-fried_noodles-set_7-6.jpg,10,2,11,0.212765957,0.01980198,0.041044776
IMG_20191003_162935.jpg,20,37,102,0.425531915,0.366336634,0.380597015
2019_12_03-fried_noodles-set_1-6.jpg,0,2,0,0,0.01980198,0
2020_01_23-fried_noodles-set_8-2.jpg,3,2,11,0.063829787,0.01980198,0.041044776
2019_11_08-fried_noodles-set_36-6.jpg,0,7,0,0,0.069306931,0
2020_01_23-fried_noodles-set_2-10.jpg,11,0,0,0.234042553,0,0
2019_11_08-fried_noodles-set_4-8.jpg,0,0,107,0,0,0.399253731
2020_01_23-fried_noodles-set_13-3.jpg,6,15,11,0.127659574,0.148514851,0.041044776
2020_09_18-118-top.jpg,5,0,0,0.106382979,0,0
2020_03_03-fried_noodles-38.jpg,0,33,0,0,0.326732673,0
2019_12_03-fried_noodles-set_11-9.jpg,18,7,49,0.382978723,0.069306931,0.182835821
2019_12_03-fried_noodles-set_9-2.jpg,16,7,35,0.340425532,0.069306931,0.130597015
2019_11_08-fried_noodles-set_34-3.jpg,5,10,0,0.106382979,0.099009901,0
2020_03_19-fried_noodles-175.jpg,0,20,0,0,0.198019802,0
2019_11_08-fried_noodles-set_42-7.jpg,3,7,52,0.063829787,0.069306931,0.194029851
2020_03_19-fried_noodles-166.jpg,0,16,0,0,0.158415842,0
2019_11_08-fried_noodles-set_18-3.jpg,9,15,59,0.191489362,0.148514851,0.220149254
2020_03_03-fried_noodles-123.jpg,0,31,34,0,0.306930693,0.126865672
2020_03_19-fried_noodles-148.jpg,0,5,0,0,0.04950495,0
2020_03_19-fried_noodles-176.jpg,0,24,0,0,0.237623762,0
2019_11_08-fried_noodles-set_15-3.jpg,6,7,85,0.127659574,0.069306931,0.317164179
2020_03_03-fried_noodles-117.jpg,0,25,34,0,0.247524752,0.126865672
2020_03_03-fried_noodles-126.jpg,0,31,34,0,0.306930693,0.126865672
2019_11_08-fried_noodles-set_32-9.jpg,0,14,0,0,0.138613861,0
2019_11_08-fried_noodles-set_21-5.jpg,3,5,59,0.063829787,0.04950495,0.220149254
2020_09_18-211-top.jpg,8,0,55,0.170212766,0,0.205223881
2020_03_03-fried_noodles-88.jpg,0,55,20,0,0.544554455,0.074626866
IMG_20191003_162754.jpg,20,37,145,0.425531915,0.366336634,0.541044776
2019_12_03-fried_noodles-set_6-5.jpg,16,3,22,0.340425532,0.02970297,0.082089552
2020_03_19-fried_noodles-212.jpg,0,72,0,0,0.712871287,0
2020_09_18-249-top.jpg,9,7,42,0.191489362,0.069306931,0.156716418
2020_03_03-fried_noodles-90.jpg,0,55,20,0,0.544554455,0.074626866
2019_12_03-fried_noodles-set_21-6.jpg,11,4,102,0.234042553,0.03960396,0.380597015
2019_11_08-fried_noodles-set_17-4.jpg,9,15,85,0.191489362,0.148514851,0.317164179
IMG_20191003_163050.jpg,16,37,102,0.340425532,0.366336634,0.380597015
2019_12_03-fried_noodles-set_3-10.jpg,16,0,0,0.340425532,0,0
2020_03_19-fried_noodles-43.jpg,0,0,96,0,0,0.358208955
2020_01_23-fried_noodles-set_7-10.jpg,10,2,11,0.212765957,0.01980198,0.041044776
2020_03_03-fried_noodles-164.jpg,0,46,54,0,0.455445545,0.201492537
2020_01_23-fried_noodles-set_15-10.jpg,12,15,22,0.255319149,0.148514851,0.082089552
2019_11_18-fried_noodles-set_3-1.jpg,5,12,26,0.106382979,0.118811881,0.097014925
2020_09_18-266-top.jpg,15,15,60,0.319148936,0.148514851,0.223880597
IMG_20191003_162152.jpg,44,37,227,0.936170213,0.366336634,0.847014925
2020_01_23-fried_noodles-set_2-8.jpg,11,0,0,0.234042553,0,0
2019_11_18-fried_noodles-set_24-9.jpg,2,41,149,0.042553191,0.405940594,0.555970149
2019_11_08-fried_noodles-set_18-8.jpg,9,15,59,0.191489362,0.148514851,0.220149254
2019_11_08-fried_noodles-set_18-9.jpg,9,15,59,0.191489362,0.148514851,0.220149254
2020_01_08-fried_noodles-set_3-2.jpg,0,13,0,0,0.128712871,0
2020_09_18-252-top.jpg,9,7,42,0.191489362,0.069306931,0.156716418
2019_11_08-fried_noodles-set_21-6.jpg,3,5,59,0.063829787,0.04950495,0.220149254
2020_03_19-fried_noodles-64.jpg,0,0,129,0,0,0.481343284
2020_03_19-fried_noodles-90.jpg,0,0,220,0,0,0.820895522
2019_12_03-fried_noodles-set_14-7.jpg,13,7,62,0.276595745,0.069306931,0.231343284
2019_11_08-fried_noodles-set_35-10.jpg,0,10,0,0,0.099009901,0
2019_11_08-fried_noodles-set_30-5.jpg,4,18,0,0.085106383,0.178217822,0
IMG_20191003_160847.jpg,29,24,120,0.617021277,0.237623762,0.447761194
2019_11_08-fried_noodles-set_13-4.jpg,6,13,119,0.127659574,0.128712871,0.444029851
2019_11_18-fried_noodles-set_2-6.jpg,5,12,0,0.106382979,0.118811881,0
2019_11_18-fried_noodles-set_23-5.jpg,2,29,149,0.042553191,0.287128713,0.555970149
0-food_tray-16-top.jpg,0,0,0,0,0,0
2019_11_08-fried_noodles-set_8-4.jpg,0,0,201,0,0,0.75
IMG_20191003_164935.jpg,19,0,0,0.404255319,0,0
2020_03_19-fried_noodles-137.jpg,13,0,0,0.276595745,0,0
2019_11_08-fried_noodles-set_16-6.jpg,6,15,85,0.127659574,0.148514851,0.317164179
IMG_20191003_163945.jpg,0,26,36,0,0.257425743,0.134328358
2019_11_18-fried_noodles-set_10-10.jpg,0,23,26,0,0.227722772,0.097014925
2020_01_08-fried_noodles-set_4-1.jpg,0,19,0,0,0.188118812,0
2020_02_18-fried_noodles-81.jpg,45,101,183,0.957446809,1,0.682835821
2019_11_18-fried_noodles-set_13-6.jpg,7,37,26,0.14893617,0.366336634,0.097014925
2020_01_08-fried_noodles-set_8-1.jpg,5,0,0,0.106382979,0,0
2019_12_03-fried_noodles-set_14-9.jpg,13,7,62,0.276595745,0.069306931,0.231343284
2019_11_18-fried_noodles-set_16-4.jpg,2,25,54,0.042553191,0.247524752,0.201492537
2020_09_18-206-top.jpg,5,0,45,0.106382979,0,0.167910448
0-food_tray-6-top.jpg,0,0,0,0,0,0
2019_11_08-fried_noodles-set_40-8.jpg,0,7,37,0,0.069306931,0.138059701
2019_11_08-fried_noodles-set_38-3.jpg,6,7,17,0.127659574,0.069306931,0.063432836
2019_11_18-fried_noodles-set_3-8.jpg,5,12,26,0.106382979,0.118811881,0.097014925
2020_09_18-162-top.jpg,6,5,0,0.127659574,0.04950495,0
2019_12_03-fried_noodles-set_5-9.jpg,16,3,10,0.340425532,0.02970297,0.037313433
2020_01_23-fried_noodles-set_8-4.jpg,3,2,11,0.063829787,0.01980198,0.041044776
2019_11_18-fried_noodles-set_9-1.jpg,6,23,26,0.127659574,0.227722772,0.097014925
2020_03_03-fried_noodles-119.jpg,0,25,34,0,0.247524752,0.126865672
2019_12_03-fried_noodles-set_1-8.jpg,0,2,0,0,0.01980198,0
2019_12_03-fried_noodles-set_13-3.jpg,18,7,62,0.382978723,0.069306931,0.231343284
IMG_20191003_161747.jpg,44,32,186,0.936170213,0.316831683,0.694029851
